catagory,type,sample,temperature
manmade,metal,aluminum_1,297.5
manmade,metal,aluminum_2,356.4
manmade,metal,aluminum_3,312.2
manmade,metal,aluminum_foil_1,279.4
manmade,metal,black_matte_metal_1,316.4
manmade,metal,black_matte_metal_2,336.3
manmade,metal,corrugated_metal_1,297.9
manmade,metal,corrugated_metal_2,346.4
manmade,metal,corrugated_metal_3,318.1
manmade,metal,iron_plate_1,312.7
manmade,metal,polished_metal_1,298.4
manmade,metal,polished_metal_2,298.8
manmade,metal,semi_polshed_metal_1,335.5
manmade,metal,semi_polshed_metal_2,352.5
manmade,other,green_paint_1,295.6
manmade,other,posterboard_1,299.9
manmade,other,posterboard_2,301.4
manmade,other,posterboard_3,294.2
manmade,other,posterboard_4,295.3
manmade,other,roofing_rubber_1,325.8
manmade,other,roofing_rubber_2,320.1
manmade,other,silicon_rubber_1,323.1
manmade,other,silicon_rubber_2,329.2
manmade,other,silicon_rubber_3,297.9
manmade,other,styrofoam_1,329.0
manmade,other,tan_paint_1,291.0
manmade,textile,black_plastic_1,295.8
manmade,textile,black_plastic_2,303.4
manmade,textile,black_plastic_3,321.4
manmade,textile,black_plastic_4,324.8
manmade,textile,black_silt_screen_1,299.2
manmade,textile,black_silt_screen_2,319.1
manmade,textile,black_silt_screen_dull_1,297.8
manmade,textile,black_silt_screen_shiny_1,301.4
manmade,textile,black_speaker_cloth_1,307.0
manmade,textile,blue_tarp_1,317.9
manmade,textile,blue_tarp_2,310.4
manmade,textile,blue_tarp_3,300.7
manmade,textile,blue_tarp_dew_1,294.0
manmade,textile,burlap_1,299.8
manmade,textile,camo_canvas_1,317.8
manmade,textile,camo_canvas_2,309.1
manmade,textile,fall_woodland_camo_1,299.3
manmade,textile,fall_woodland_camo_2,299.7
manmade,textile,green_canvas_1,311.2
manmade,textile,green_canvas_2,307.7
manmade,textile,green_cotton_1,285.1
manmade,textile,green_kevlar_1,289.9
manmade,textile,green_nylon_1,284.9
manmade,textile,nylon_poncho_1,311.9
manmade,textile,nylon_poncho_2,310.0
manmade,textile,tyvek_1,299.1
manmade,textile,white_drop_cloth_1,323.9
manmade,textile,white_drop_cloth_2,305.8
manmade,textile,white_drop_cloth_3,306.0
manmade,textile,white_drop_cloth_4,294.5
manmade,textile,white_drop_cloth_5,300.6
manmade,textile,white_polyester_1,304.7
manmade,textile,white_polyester_2,303.8
manmade,textile,white_polyester_3,297.2
manmade,textile,woven_monofilament_netting_1,300.7
manmade,textile,yellow_canvas_1,299.8
manmade,wood,plywood_1,308.7
manmade,wood,plywood_2,309.0
natural,geologic,anthracite_coal_1,319.0
natural,geologic,bituminous_coal_1,315.5
natural,geologic,concrete_1,311.6
natural,geologic,concrete_2,306.7
natural,geologic,dolomite_1,300.8
natural,geologic,dolomitic_limestone_1,280.2
natural,geologic,dolomitic_limestone_2,332.3
natural,geologic,lignite_coal_1,313.5
natural,geologic,limestone_1,307.9
natural,geologic,marble_chips_1,305.8
natural,geologic,marble_chips_2,300.7
natural,geologic,marble_chips_3,298.1
natural,geologic,quartzite_1,312.9
natural,geologic,sub_bituminous_coal_1,331.1
natural,other,human_skin_1,308.0
natural,other,ice_water_1,271.1
natural,other,ice_water_2,270.5
natural,other,water_1,297.2
natural,soil,background_soil_1,310.5
natural,soil,background_soil_2,300.3
natural,soil,background_soil_dew_1,294.7
natural,soil,background_soil_wet_1,296.5
natural,soil,coarse_sand_1,321.3
natural,soil,coarse_sand_oil_1,321.9
natural,soil,fine_sand_1,317.4
natural,soil,fine_sand_oil_1,320.7
natural,soil,fine_silt_1,319.3
natural,soil,gravel_1,325.2
natural,soil,gravel_2,299.2
natural,soil,gravel_3,320.2
natural,soil,loose_road_1,311.5
natural,soil,loose_road_2,314.0
natural,soil,play_sand_1,312.4
natural,soil,play_sand_2,317.0
natural,soil,play_sand_3,309.9
natural,soil,play_sand_4,302.9
natural,soil,playa_1,288.8
natural,soil,playa_2,294.3
natural,soil,playa_3,295.9
natural,soil,playa_4,298.9
natural,soil,quartz_sand_1,287.8
natural,soil,road_1,331.7
natural,soil,road_2,315.5
natural,soil,road_3,310.3
natural,soil,road_4,299.2
natural,soil,road_5,324.5
natural,soil,road_6,309.4
natural,soil,road_7,306.4
natural,soil,sand_2,328.6
natural,soil,sand_3,311.1
natural,soil,sand_4,313.1
natural,soil,tuft_fresh_1,300.3
natural,soil,tuft_weathered_1,301.9
natural,soils,sand_1,315.0
natural,vegetation,bush_1,305.2
natural,vegetation,canopy_debris_1,294.7
natural,vegetation,canopy_debris_dew_1,294.8
natural,vegetation,grass_1,324.6
natural,vegetation,grass_dew_1,295.8
natural,vegetation,ironwood_needles_1,296.8
natural,vegetation,plants_1,294.5
natural,vegetation,plants_dew_1,294.5
natural,vegetation,waxy_leaf_1,299.2
